Date,Time,Temperature (°C),Humidity (%),Wind Speed (km/h),Weather Condition
2025-05-11,2025-05-11 19:00,-0.7316179000688647,45,1.8559444501857254,Clear 
2025-05-11,2025-05-11 20:00,-1.0687428956475478,50,1.099246566483072,Moderate rain at times
2025-05-11,2025-05-11 21:00,-1.0885737777404119,50,1.099246566483072,Clear 
2025-05-11,2025-05-11 22:00,-1.108404659833275,50,1.0209674750655564,Moderate rain at times
2025-05-11,2025-05-11 23:00,-1.1282355419261392,49,1.0209674750655564,Clear 
2025-05-12,2025-05-12 00:00,-1.1678973061118663,49,0.629572017977977,Clear 
2025-05-12,2025-05-12 01:00,-1.2075590702975936,48,0.2642695913629029,Clear 
2025-05-12,2025-05-12 02:00,-1.267051716576185,47,-0.12712586572467646,Clear 
2025-05-12,2025-05-12 03:00,-1.3265443628547762,49,-0.12712586572467646,Patchy rain nearby
2025-05-12,2025-05-12 04:00,-1.4058678912262308,50,-0.12712586572467646,Clear 
2025-05-12,2025-05-12 05:00,-1.485191419597686,51,-0.12712586572467646,Patchy rain nearby
2025-05-12,2025-05-12 06:00,-1.0290811314618205,45,-0.4924282923397506,Sunny
2025-05-12,2025-05-12 07:00,-0.5729708433259548,39,-0.7794516275373087,Patchy rain nearby
2025-05-12,2025-05-12 08:00,-0.13669143728295324,34,-1.1447540541523828,Sunny
2025-05-12,2025-05-12 09:00,0.22026444038859377,30,-0.8577307189548248,Sunny
2025-05-12,2025-05-12 10:00,0.5573894359672775,27,-0.4924282923397506,Sunny
2025-05-12,2025-05-12 11:00,0.9143453136388239,23,-0.2054049571421925,Sunny
2025-05-12,2025-05-12 12:00,1.0531614882888705,22,0.08161837805536558,Sunny
2025-05-12,2025-05-12 13:00,1.2118085450317797,20,0.44692080467043976,Sunny
2025-05-12,2025-05-12 14:00,1.3506247196818262,18,0.7339441398679979,Sunny
2025-05-12,2025-05-12 15:00,1.152315898753189,20,0.44692080467043976,Sunny
2025-05-12,2025-05-12 16:00,0.9540070778245519,21,0.2642695913629029,Sunny
2025-05-12,2025-05-12 17:00,0.7556982568959147,22,-0.022753743834655206,Sunny
2025-05-12,2025-05-12 18:00,0.27975708666718435,26,0.551292926560461,Sunny
2025-05-12,2025-05-12 19:00,-0.21601496565440784,31,1.099246566483072,Clear 
2025-05-12,2025-05-12 20:00,-0.7117870179760007,35,1.6732932368781888,Clear 
2025-05-12,2025-05-12 21:00,-0.7316179000688647,33,1.099246566483072,Clear 
2025-05-12,2025-05-12 22:00,-0.7514487821617281,32,0.629572017977977,Clear 
2025-05-12,2025-05-12 23:00,-0.771279664254592,31,0.08161837805536558,Clear 
2025-05-13,2025-05-13 00:00,-0.8109414284403194,31,-0.12712586572467646,Clear 
2025-05-13,2025-05-13 01:00,-0.8506031926260467,32,-0.38805617044972934,Clear 
2025-05-13,2025-05-13 02:00,-0.8902649568117746,32,-0.5968004142297718,Clear 
2025-05-13,2025-05-13 03:00,-0.9497576030903652,33,-0.5968004142297718,Clear 
2025-05-13,2025-05-13 04:00,-1.0092502493689566,33,-0.4924282923397506,Clear 
2025-05-13,2025-05-13 05:00,-1.0489120135546839,33,-0.4924282923397506,Clear 
2025-05-13,2025-05-13 06:00,-0.6126326075116821,30,-1.066474962734867,Sunny
2025-05-13,2025-05-13 07:00,-0.17635320146868055,26,-1.6144286026574781,Sunny
2025-05-13,2025-05-13 08:00,0.2599262045743218,22,-2.1884752730525943,Sunny
2025-05-13,2025-05-13 09:00,0.5970512001530042,20,-1.32740526745992,Sunny
2025-05-13,2025-05-13 10:00,0.9540070778245519,18,-0.4924282923397506,Sunny
2025-05-13,2025-05-13 11:00,1.291132073403234,16,0.3425486827804185,Sunny
2025-05-13,2025-05-13 12:00,1.4299482480532808,16,0.7339441398679979,Sunny
2025-05-13,2025-05-13 13:00,1.5489335406104634,15,1.0209674750655564,Sunny
2025-05-13,2025-05-13 14:00,1.6877497152605085,14,1.3862699016806301,Sunny
2025-05-13,2025-05-13 15:00,1.628257068981918,14,1.3862699016806301,Sunny
2025-05-13,2025-05-13 16:00,1.568764422703326,14,1.2818977797906093,Sunny
2025-05-13,2025-05-13 17:00,1.4894408943318713,15,1.2818977797906093,Sunny
2025-05-13,2025-05-13 18:00,1.112654134567461,17,0.8122232312855139,Sunny
2025-05-13,2025-05-13 19:00,0.7160364927101867,20,0.3425486827804185,Clear 
2025-05-13,2025-05-13 20:00,0.3194188508529124,23,-0.12712586572467646,Clear 
2025-05-13,2025-05-13 21:00,0.1409409120171392,25,0.15989746947288164,Clear 
2025-05-13,2025-05-13 22:00,-0.03753702681863467,28,0.3425486827804185,Clear 
2025-05-13,2025-05-13 23:00,-0.21601496565440784,30,0.629572017977977,Clear 
2025-05-14,2025-05-14 00:00,-0.29533849402586315,31,0.551292926560461,Clear 
2025-05-14,2025-05-14 01:00,-0.3746620223973177,31,0.3425486827804185,Clear 
2025-05-14,2025-05-14 02:00,-0.47381643286163627,31,0.2642695913629029,Clear 
2025-05-14,2025-05-14 03:00,-0.5531399612330908,31,0.15989746947288164,Clear 
2025-05-14,2025-05-14 04:00,-0.6324634896045461,32,-0.022753743834655206,Clear 
2025-05-14,2025-05-14 05:00,-0.7117870179760007,32,-0.12712586572467646,Clear 
2025-05-14,2025-05-14 06:00,-0.2556767298401351,28,-0.2054049571421925,Sunny
2025-05-14,2025-05-14 07:00,0.20043355829572979,25,-0.38805617044972934,Sunny
2025-05-14,2025-05-14 08:00,0.6565438464315961,21,-0.4924282923397506,Sunny
2025-05-14,2025-05-14 09:00,0.9341761957316879,19,-0.12712586572467646,Sunny
2025-05-14,2025-05-14 10:00,1.2316394271246436,18,0.15989746947288164,Sunny
2025-05-14,2025-05-14 11:00,1.5092717764247354,16,0.551292926560461,Sunny
2025-05-14,2025-05-14 12:00,1.648087951074782,15,0.629572017977977,Sunny
2025-05-14,2025-05-14 13:00,1.786904125724827,15,0.7339441398679979,Sunny
2025-05-14,2025-05-14 14:00,1.9257203003748737,14,0.8122232312855139,Sunny
2025-05-14,2025-05-14 15:00,1.8662276540962817,14,0.8122232312855139,Sunny
2025-05-14,2025-05-14 16:00,1.826565889910555,14,0.9165953531755352,Sunny
2025-05-14,2025-05-14 17:00,1.786904125724827,14,0.9165953531755352,Sunny
2025-05-14,2025-05-14 18:00,1.291132073403234,18,0.8122232312855139,Sunny
2025-05-14,2025-05-14 19:00,0.7755291389887773,23,0.7339441398679979,Sunny
2025-05-14,2025-05-14 20:00,0.27975708666718435,27,0.629572017977977,Clear 
2025-05-14,2025-05-14 21:00,0.04178650155282062,31,1.0209674750655564,Clear 
2025-05-14,2025-05-14 22:00,-0.19618408356154454,34,1.2818977797906093,Clear 
2025-05-14,2025-05-14 23:00,-0.434154668675909,38,1.6732932368781888,Clear 
2025-05-15,2025-05-15 00:00,-0.3746620223973177,36,1.099246566483072,Partly Cloudy 
2025-05-15,2025-05-15 01:00,-0.3350002582115904,35,0.629572017977977,Clear 
2025-05-15,2025-05-15 02:00,-0.2755076119329991,33,0.08161837805536558,Partly Cloudy 
2025-05-15,2025-05-15 03:00,-0.3746620223973177,33,-0.2054049571421925,Partly Cloudy 
2025-05-15,2025-05-15 04:00,-0.4539855507687723,34,-0.5968004142297718,Partly Cloudy 
2025-05-15,2025-05-15 05:00,-0.5333090791402276,34,-0.8577307189548248,Partly Cloudy 
2025-05-15,2025-05-15 06:00,-0.11686055519008925,30,-1.2491261760424042,Sunny
2025-05-15,2025-05-15 07:00,0.2995879687600484,26,-1.6144286026574781,Partly Cloudy 
2025-05-15,2025-05-15 08:00,0.7160364927101867,22,-2.0058240597450574,Sunny
2025-05-15,2025-05-15 09:00,1.0134997241031425,20,-1.1447540541523828,Partly Cloudy 
2025-05-15,2025-05-15 10:00,1.291132073403234,18,-0.38805617044972934,Sunny
2025-05-15,2025-05-15 11:00,1.58859530479619,16,0.44692080467043976,Partly Cloudy 
2025-05-15,2025-05-15 12:00,1.7075805973533724,15,0.551292926560461,Sunny
2025-05-15,2025-05-15 13:00,1.8463967720034191,14,0.551292926560461,Partly Cloudy 
2025-05-15,2025-05-15 14:00,1.9852129466534643,13,0.629572017977977,Sunny
2025-05-15,2025-05-15 15:00,1.9653820645606002,13,0.7339441398679979,Patchy rain nearby
2025-05-15,2025-05-15 16:00,1.9455511824677376,12,0.8122232312855139,Sunny
2025-05-15,2025-05-15 17:00,1.9257203003748737,12,0.9165953531755352,Patchy rain nearby
